1001	4.0
1002	4.2
1003	4.8
1004	4.1
1005	4.2
1006	4.4
1007	4.7
1008	4.7
1009	4.6
1010	4.2
1011	3.9
1012	4.5
1013	4.4
1014	4.5
1015	4.5
1016	4.3
1017	3.8
1018	4.2
1019	4.3
1020	4.2
1021	4.2
1022	4.0
1023	4.1
1024	3.7
1025	4.1
1026	4.2
1027	3.9
1028	3.7
1029	3.7
1030	3.7
1031	4.1
1032	4.2
1033	4.2
1034	4.3
1035	4.3
1036	4.2
1037	4.2
1038	4.2
1039	4.3
1040	4.3
1041	4.3
1042	4.5
1043	4.3
1044	4.4
1045	4.1
1046	4.1
1047	4.3
1048	4.5
1049	4.8
1050	4.3
1051	4.7
1052	4.5
1053	5.0
1054	5.2
1055	5.2
1056	5.0
1057	4.9
1058	4.8
1059	5.7
1060	5.6
1061	5.2
1062	4.8
1063	4.7
1064	4.6
1065	4.9
1066	4.9
1067	4.8
1068	4.4
1069	4.2
1070	4.1
1071	4.3
1072	4.3
1073	4.1
1074	4.1
1075	3.8
1076	3.8
1077	3.8
1078	4.4
1079	4.3
1080	4.3
1081	4.5
1082	4.4
1083	4.5
1084	4.3
1085	4.4
1086	4.4
1087	4.3
1088	4.0
1089	4.1
1090	4.1
1091	3.7
1092	4.0
1093	4.1
1094	4.1
1095	3.8
1096	3.9
1097	3.8
1098	4.0
1099	4.1
1100	3.6
1101	3.9
1102	3.8
1103	3.8
1104	3.9
1105	4.1
1106	4.0
1107	4.1
1108	4.0
1109	3.8
1110	3.7
1111	4.1
1112	4.1
1113	4.1
1114	3.9
1115	3.7
1116	3.8
1117	3.6
1118	3.3
1119	3.6
1120	3.3
1121	3.2
1122	3.1
1123	3.3
1124	3.1
1125	3.1
1126	3.9
1127	4.3
1128	4.5
1129	4.7
1130	4.8
1131	4.8
1132	4.9
1133	5.0
1134	5.5
1135	5.7
1136	5.7
1137	5.6
1138	5.3
1139	5.0
1140	5.3
1141	4.8
1142	4.8
1143	4.8
1144	4.3
1145	4.4
1146	4.2
1147	3.8
1148	4.0
1149	4.9
1150	4.9
1151	4.5
1152	4.5
1153	4.0
1154	4.2
1155	3.9
1156	3.7
1157	3.7
1158	3.9
1159	3.8
1160	3.7
1161	3.7
1162	4.0
1163	4.1
1164	4.0
1165	4.3
1166	4.2
1167	4.0
1168	4.1
1169	4.1
1170	4.1
1171	4.7
1172	4.4
1173	4.6
1174	4.7
1175	4.6
1176	4.7
1177	4.7
1178	4.6
1179	4.9
1180	5.1
1181	4.7
1182	4.8
1183	5.2
1184	5.0
1185	4.6
1186	4.4
1187	4.5
1188	4.5
1189	4.7
1190	4.9
1191	4.6
1192	4.4
1193	4.5
1194	4.9
1195	4.6
1196	3.9
1197	4.0
1198	4.3
1199	4.1
1200	4.1
1201	4.1
1202	4.1
1203	4.2
1204	4.2
1205	4.2
1206	4.0
1207	4.1
1208	4.5
1209	4.6
1210	4.4
1211	4.7
1212	4.7
1213	4.7
1214	4.6
1215	4.5
1216	4.5
1217	4.7
1218	4.5
1219	4.5
1220	4.3
1221	3.6
1222	3.6
1223	3.5
1224	3.5
1225	3.5
1226	3.6
1227	3.6
1228	3.8
1229	3.8
1230	5.0
1231	5.0
1232	4.9
1233	5.0
1234	4.5
1235	4.2
1236	4.6
1237	4.5
1238	4.5
1239	4.7
1240	4.3
1241	4.3
1242	4.4
1243	4.5
1244	4.5
1245	4.6
1246	4.6
1247	5.0
1248	4.8
1249	5.0
1250	4.8
1251	4.7
1252	4.4
1253	4.6
1254	4.1
1255	4.1
